APNXId,displayName,dataProvider,DataCost,MinCPM,PercentOfMedia,subtype
142651,Travel:USA:Nebraska,exelate,1,null,null,null
142652,Travel:USA:New Hampshire,exelate,1,null,null,null
142653,Travel:USA:New Jersey,exelate,1,null,null,null
142654,Travel:USA:New Mexico,exelate,1,null,null,null
142655,Travel:USA:North Dakota,exelate,1,null,null,null
142656,Travel:USA:Ohio,exelate,1,null,null,null
142657,Travel:USA:Oklahoma,exelate,1,null,null,null
142658,Travel:USA:Oregon,exelate,1,null,null,null
142659,Travel:USA:Pennsylvania,exelate,1,null,null,null
142660,Travel:USA:Rhode Island,exelate,1,null,null,null
142661,Travel:USA:South Dakota,exelate,1,null,null,null
142662,Travel:USA:Tennessee,exelate,1,null,null,null
142663,Travel:USA:Utah,exelate,1,null,null,null
142664,Travel:USA:Vermont,exelate,1,null,null,null
142665,Travel:USA:Virginia,exelate,1,null,null,null
142666,Travel:USA:Washington,exelate,1,null,null,null
142667,Travel:USA:West Virginia,exelate,1,null,null,null
142668,Travel:USA:Wisconsin,exelate,1,null,null,null
142669,Travel:USA:Wyoming,exelate,1,null,null,null
142670,Travel:Vacations Packages,exelate,1,null,null,null
142671,Entertainment:Video Games,exelate,0.85,null,null,null
142672,Finance:Charitable Donors,exelate,1,null,null,null
142673,Pets:Cats,exelate,0.85,null,null,null
142674,Pets:Dogs,exelate,0.85,null,null,null
142675,Travel Enthusiasts,exelate,0.85,null,null,null
142676,Business Travelers,exelate,1,null,null,null
142677,Dads,exelate,1,null,null,null
142678,Entertainment Seekers,exelate,1,null,null,null
142679,Fashionistas,exelate,1,null,null,null
142680,Female Executives,exelate,1,null,null,null
142681,Female Purchase Decision Makers (HOH),exelate,1,null,null,null
142682,High End HomeOwner,exelate,1,null,null,null
142683,High Income Tech Shoppers,exelate,1,null,null,null
142684,Jet-Setters,exelate,1,null,null,null
142685,Kids & Coupons,exelate,1,null,null,null
142686,Kids and Car Seats,exelate,1,null,null,null
142687,Los Deportes,exelate,1,null,null,null
142688,Luxury Auto Buyers,exelate,1,null,null,null
142689,Male Purchase Decision Makers,exelate,1,null,null,null
142690,Men in Trouble,exelate,1,null,null,null
142691,Moms,exelate,1,null,null,null
142692,Shopping Dads,exelate,1,null,null,null
142693,Shopping Moms,exelate,1,null,null,null
142694,Single Parents,exelate,1,null,null,null
142695,Social Influencers,exelate,1,null,null,null
142696,Sports Sweet Spot,exelate,1,null,null,null
142697,Tech Geeks,exelate,1,null,null,null
142698,Weekend Warriors (DIY),exelate,1,null,null,null
142699,Young Entrepreuers,exelate,1,null,null,null
142700,Travel:Theme:Beach,Peer39,null,0.05,0.15,null
142945,Travel:Theme:Adventure,Peer39,null,0.05,0.15,null
142946,Auto:Buyers:Make:Ford:Fusion,exelate,1,null,null,null
142947,Auto:Buyers:Make:Ford:Taurus,exelate,1,null,null,null
142948,Shopping:Mobile,exelate,0.5,null,null,null
142949,Travel:Middle East,exelate,1,null,null,null
142950,Events:All,exelate,0.85,null,null,null
142951,Events:Anniversary,exelate,0.85,null,null,null
142952,Events:Arts and Science,exelate,0.85,null,null,null
142953,Events:Baby Shower,exelate,0.85,null,null,null
142954,Events:Birthdays,exelate,0.85,null,null,null
142955,Events:Business and Networking,exelate,0.85,null,null,null
142956,Events:Charity  Fundraisers,exelate,0.85,null,null,null
142957,Events:Entertainment Nightlife,exelate,0.85,null,null,null
142958,Events:Food and Wine,exelate,0.85,null,null,null
142959,Events:Gift Giving Holidays,exelate,0.85,null,null,null
142960,Events:National Holidays,exelate,0.85,null,null,null
142961,Events:Parents and Kids,exelate,0.85,null,null,null
142962,Events:Pets,exelate,0.85,null,null,null
142963,Events:Religious,exelate,0.85,null,null,null
142964,Events:Sports and Recreation,exelate,0.85,null,null,null
142965,Events:Trips and Getaways,exelate,0.85,null,null,null
142966,Events:Wedding and Engagement,exelate,0.85,null,null,null
142967,Hobbies:Food and Wine,exelate,0.5,null,null,null
142968,Automotive:Manufacturers:BMW,Peer39,null,0.05,0.15,null
142969,Automotive:Manufacturers:Dodge,Peer39,null,0.05,0.15,null
142970,Automotive:Manufacturers:Ford,Peer39,null,0.05,0.15,null
142971,Automotive:Manufacturers:Honda,Peer39,null,0.05,0.15,null
142972,Automotive:Manufacturers:Mercedes-Benz,Peer39,null,0.05,0.15,null
142973,Automotive:Manufacturers:Mitsubishi,Peer39,null,0.05,0.15,null
142974,Automotive:Manufacturers:Nissan,Peer39,null,0.05,0.15,null
142975,Automotive:Manufacturers:Subaru,Peer39,null,0.05,0.15,null
142976,Automotive:Manufacturers:Toyota,Peer39,null,0.05,0.15,null
142977,Automotive:Manufacturers:Volkswagen,Peer39,null,0.05,0.15,null
142978,Lifestyle:Finance:Insurance:Auto,exelate,0.5,null,null,null
142979,Lifestyle:Finance:Insurance:Health,exelate,0.5,null,null,null
142980,Lifestyle:Finance:Insurance:Life,exelate,0.5,null,null,null
142981,Auto:Buyers:Motorcycle,exelate,1,null,null,null
142982,Quality:Free from Unmoderated UGC,Peer39,0.05,null,null,null
142983,Quality:Free from Apps&Toolbars,Peer39,0.05,null,null,null
142984,Society:Law&Ethics,Peer39,null,0.05,0.15,null
142985,PersonalFinance:Investing:Stocks,Peer39,null,0.05,0.15,null
142986,Sport Utility Vehicles (SUVs),Lotame,0.75,null,null,null
142987,Motorcycles,Lotame,0.75,null,null,null
142988,Sports:Golf,Lotame,0.75,null,null,null
142989,Sports:Hockey,Lotame,0.75,null,null,null
142990,Video Games:Handheld Games,Lotame,0.75,null,null,null
142991,Social Media Users,Lotame,0.75,null,null,null
142992,Mobile Phones,Lotame,0.75,null,null,null
142993,Finance:Personal Finance,Lotame,0.75,null,null,null
143125,Age:40-49 and Income of $150K+,exelate,0.5,null,null,null
143126,Age:50-59 and Income of $150K+,exelate,0.5,null,null,null
143127,Age:60+ and Income of $150K+,exelate,0.5,null,null,null
143128,Auto:Buyers:All:New:Budget $0-$19K,exelate,1,null,null,null
143129,Auto:Buyers:All:New:Budget $20K-$29K,exelate,1,null,null,null
143130,Auto:Buyers:All:New:Budget $30K-$39K,exelate,1,null,null,null
143131,Auto:Buyers:All:New:Budget $40K-$49K,exelate,1,null,null,null
143132,Auto:Buyers:All:New:Budget $50K-$74K,exelate,1,null,null,null
143133,Auto:Buyers:All:New:Budget $75K+,exelate,1,null,null,null
143134,Auto:Buyers:Crossover,exelate,1,null,null,null
143135,Auto:Buyers:Current Vehicle Age 0-3 years,exelate,1,null,null,null
143136,Auto:Buyers:Current Vehicle Age 4-5 years,exelate,1,null,null,null
143137,Auto:Buyers:Current Vehicle Age 6+ years,exelate,1,null,null,null
143138,Auto:Buyers:Manufacturers-US:Chrysler,exelate,1,null,null,null
143139,Auto:Buyers:Manufacturers-US:Ford,exelate,1,null,null,null
143140,Auto:Buyers:Manufacturers-US:GM,exelate,1,null,null,null
143141,Auto:Buyers:Make:Acura:RDX,exelate,1,null,null,null
143142,Auto:Buyers:Make:Acura:RL,exelate,1,null,null,null
143143,Auto:Buyers:Make:Acura:ZDX,exelate,1,null,null,null
143144,Auto:Buyers:Make:Aston Martin,exelate,1,null,null,null
143145,Auto:Buyers:Make:Aston Martin:DB Models,exelate,1,null,null,null
143146,Auto:Buyers:Make:Aston Martin:Rapide,exelate,1,null,null,null
143147,Auto:Buyers:Make:Aston Martin:Vantage,exelate,1,null,null,null
143148,Auto:Buyers:Make:Audi:A3,exelate,1,null,null,null
143149,Auto:Buyers:Make:Audi:A5,exelate,1,null,null,null
143150,Auto:Buyers:Make:Audi:A6,exelate,1,null,null,null
143151,Auto:Buyers:Make:Audi:A8,exelate,1,null,null,null
143152,Auto:Buyers:Make:Audi:R8,exelate,1,null,null,null
143153,Auto:Buyers:Make:Audi:TT,exelate,1,null,null,null
143154,Auto:Buyers:Make:Bentley,exelate,1,null,null,null
143155,Auto:Buyers:Make:BMW:1 Series,exelate,1,null,null,null
143156,Auto:Buyers:Make:BMW:5 Series,exelate,1,null,null,null
143157,Auto:Buyers:Make:BMW:6 Series,exelate,1,null,null,null
143158,Auto:Buyers:Make:BMW:7 Series,exelate,1,null,null,null
143159,Auto:Buyers:Make:BMW:Z4,exelate,1,null,null,null
143160,Auto:Buyers:Make:Buick:Lucerne,exelate,1,null,null,null
143161,Auto:Buyers:Make:Cadillac:DTS,exelate,1,null,null,null
143162,Auto:Buyers:Make:Cadillac:SRX,exelate,1,null,null,null
143163,Auto:Buyers:Make:Cadillac:STS,exelate,1,null,null,null
143164,Auto:Buyers:Make:Chevrolet:Aveo,exelate,1,null,null,null
143165,Auto:Buyers:Make:Chevrolet:Cobalt,exelate,1,null,null,null
143166,Auto:Buyers:Make:Chevrolet:Corvette,exelate,1,null,null,null
143167,Auto:Buyers:Make:Chevrolet:Cruze,exelate,1,null,null,null
143168,Auto:Buyers:Make:Chevrolet:Malibu,exelate,1,null,null,null
143169,Auto:Buyers:Make:Chevrolet:Traverse,exelate,1,null,null,null
143170,Auto:Buyers:Make:Chevrolet:Volt,exelate,1,null,null,null
143171,Auto:Buyers:Make:Chrysler:200,exelate,1,null,null,null
143172,Auto:Buyers:Make:Daewoo,exelate,1,null,null,null
143173,Auto:Buyers:Make:Dodge:Avenger,exelate,1,null,null,null
143174,Auto:Buyers:Make:Dodge:Viper,exelate,1,null,null,null
143175,Auto:Buyers:Make:Eagle,exelate,1,null,null,null
143176,Auto:Buyers:Make:Ferrari,exelate,1,null,null,null
143177,Auto:Buyers:Make:Ferrari:599 GTB Fiorano,exelate,1,null,null,null
143178,Auto:Buyers:Make:Ferrari:612 Scaglietti,exelate,1,null,null,null
143179,Auto:Buyers:Make:Ferrari:California,exelate,1,null,null,null
143180,Auto:Buyers:Make:Fiat,exelate,1,null,null,null
143181,Auto:Buyers:Make:Ford:Fiesta,exelate,1,null,null,null
143182,Auto:Buyers:Make:Ford:Flex,exelate,1,null,null,null
143183,Auto:Buyers:Make:Geo,exelate,1,null,null,null
143184,Auto:Buyers:Make:GMC:Acadia,exelate,1,null,null,null
143185,Auto:Buyers:Make:GMC:Canyon,exelate,1,null,null,null
143186,Auto:Buyers:Make:GMC:Terrain,exelate,1,null,null,null
143187,Auto:Buyers:Make:Honda:CRZ,exelate,1,null,null,null
143188,Auto:Buyers:Make:Honda:Fit,exelate,1,null,null,null
143189,Auto:Buyers:Make:Honda:Insight,exelate,1,null,null,null
143190,Auto:Buyers:Make:Honda:Ridgeline,exelate,1,null,null,null
143191,Auto:Buyers:Make:Hyundai:Accent,exelate,1,null,null,null
143192,Auto:Buyers:Make:Hyundai:Azera,exelate,1,null,null,null
143193,Auto:Buyers:Make:Hyundai:Elantra,exelate,1,null,null,null
143194,Auto:Buyers:Make:Hyundai:Genesis,exelate,1,null,null,null
143195,Auto:Buyers:Make:Hyundai:Sonata,exelate,1,null,null,null
143196,Auto:Buyers:Make:Hyundai:Veracruz,exelate,1,null,null,null
143197,Auto:Buyers:Make:Infiniti:EX35,exelate,1,null,null,null
143198,Auto:Buyers:Make:Infiniti:FX50,exelate,1,null,null,null
143199,Auto:Buyers:Make:Infiniti:QX56,exelate,1,null,null,null
143200,Auto:Buyers:Make:Jaguar:XF,exelate,1,null,null,null
143201,Auto:Buyers:Make:Jaguar:XJ,exelate,1,null,null,null
143202,Auto:Buyers:Make:Jaguar:XK,exelate,1,null,null,null
143203,Auto:Buyers:Make:Kia:Amanti,exelate,1,null,null,null
143204,Auto:Buyers:Make:Kia:Forte,exelate,1,null,null,null
143205,Auto:Buyers:Make:Kia:Optima,exelate,1,null,null,null
143206,Auto:Buyers:Make:Kia:Rio,exelate,1,null,null,null
143207,Auto:Buyers:Make:Kia:Soul,exelate,1,null,null,null
143208,Auto:Buyers:Make:Lamborghini,exelate,1,null,null,null
143209,Auto:Buyers:Make:Lamborghini:Gallardo,exelate,1,null,null,null
143210,Auto:Buyers:Make:Lamborghini:Murcielago,exelate,1,null,null,null
143211,Auto:Buyers:Make:Land Rover:LR2,exelate,1,null,null,null
143212,Auto:Buyers:Make:Land Rover:LR4,exelate,1,null,null,null
143213,Auto:Buyers:Make:Lexus:CT200h,exelate,1,null,null,null
143214,Auto:Buyers:Make:Lexus:GS,exelate,1,null,null,null
143215,Auto:Buyers:Make:Lexus:GX,exelate,1,null,null,null
143216,Auto:Buyers:Make:Lexus:HS 250h,exelate,1,null,null,null
143217,Auto:Buyers:Make:Lexus:IS,exelate,1,null,null,null
143218,Auto:Buyers:Make:Lexus:IS F,exelate,1,null,null,null
143219,Auto:Buyers:Make:Lexus:LS,exelate,1,null,null,null
143220,Auto:Buyers:Make:Lexus:LX 570,exelate,1,null,null,null
143221,Auto:Buyers:Make:Lincoln:MKT,exelate,1,null,null,null
143222,Auto:Buyers:Make:Lincoln:MKZ,exelate,1,null,null,null
143223,Auto:Buyers:Make:Lincoln:Town Car,exelate,1,null,null,null
143224,Auto:Buyers:Make:Lotus,exelate,1,null,null,null
143225,Auto:Buyers:Make:Lotus:Elise,exelate,1,null,null,null
143226,Auto:Buyers:Make:Lotus:Evora,exelate,1,null,null,null
143227,Auto:Buyers:Make:Lotus:Exige,exelate,1,null,null,null
143228,Auto:Buyers:Make:Maserati,exelate,1,null,null,null
143229,Auto:Buyers:Make:Maserati:GranTurismo,exelate,1,null,null,null
143230,Auto:Buyers:Make:Maybach,exelate,1,null,null,null
143231,Auto:Buyers:Make:Maybach:Maybach 57,exelate,1,null,null,null
143232,Auto:Buyers:Make:Maybach:Maybach 62,exelate,1,null,null,null
143233,Auto:Buyers:Make:Mazda:2,exelate,1,null,null,null
143234,Auto:Buyers:Make:Mazda:3,exelate,1,null,null,null
143235,Auto:Buyers:Make:Mazda:5,exelate,1,null,null,null
143236,Auto:Buyers:Make:Mazda:6,exelate,1,null,null,null
143237,Auto:Buyers:Make:Mazda:RX8,exelate,1,null,null,null
143238,Auto:Buyers:Make:Mercedes:CL Class,exelate,1,null,null,null
143239,Auto:Buyers:Make:Mercedes:CLS Class,exelate,1,null,null,null
143240,Auto:Buyers:Make:Mercedes:E Class,exelate,1,null,null,null
143241,Auto:Buyers:Make:Mercedes:G Class,exelate,1,null,null,null
143242,Auto:Buyers:Make:Mercedes:GL Class,exelate,1,null,null,null
143243,Auto:Buyers:Make:Mercedes:GLK Class,exelate,1,null,null,null
143244,Auto:Buyers:Make:Mercedes:M Class,exelate,1,null,null,null
143245,Auto:Buyers:Make:Mercedes:R Class,exelate,1,null,null,null
143246,Auto:Buyers:Make:Mercedes:S Class,exelate,1,null,null,null
143247,Auto:Buyers:Make:Mercedes:SL Class,exelate,1,null,null,null
143248,Auto:Buyers:Make:Mercedes:SLK Class,exelate,1,null,null,null
143249,Auto:Buyers:Make:Mercedes:SLS Class,exelate,1,null,null,null
143250,Auto:Buyers:Make:Mercedes:Sprinter,exelate,1,null,null,null
143251,Auto:Buyers:Make:Mercury:Mariner,exelate,1,null,null,null
143252,Auto:Buyers:Make:Mercury:Marquis,exelate,1,null,null,null
143253,Auto:Buyers:Make:Mercury:Milan,exelate,1,null,null,null
143254,Auto:Buyers:Make:Mini:Cooper,exelate,1,null,null,null
143255,Auto:Buyers:Make:Mini:Cooper S,exelate,1,null,null,null
143256,Auto:Buyers:Make:Mitsubishi:Eclipse,exelate,1,null,null,null
143257,Auto:Buyers:Make:Mitsubishi:Endeavor,exelate,1,null,null,null
143258,Auto:Buyers:Make:Mitsubishi:Galant,exelate,1,null,null,null
143259,Auto:Buyers:Make:Mitsubishi:Lancer,exelate,1,null,null,null
143260,Auto:Buyers:Make:Nissan:Cube,exelate,1,null,null,null
143261,Auto:Buyers:Make:Nissan:GT-R,exelate,1,null,null,null
143262,Auto:Buyers:Make:Nissan:Juke,exelate,1,null,null,null
143263,Auto:Buyers:Make:Nissan:Leaf,exelate,1,null,null,null
143264,Auto:Buyers:Make:Nissan:NV,exelate,1,null,null,null
143265,Auto:Buyers:Make:Oldsmobile,exelate,1,null,null,null
143266,Auto:Buyers:Make:Panoz,exelate,1,null,null,null
143267,Auto:Buyers:Make:Plymouth,exelate,1,null,null,null
143268,Auto:Buyers:Make:Porsche:911,exelate,1,null,null,null
143269,Auto:Buyers:Make:Porsche:boxster,exelate,1,null,null,null
143270,Auto:Buyers:Make:Porsche:Cayenne,exelate,1,null,null,null
143271,Auto:Buyers:Make:Porsche:Panamera,exelate,1,null,null,null
143272,Auto:Buyers:Make:Ram,exelate,1,null,null,null
143273,Auto:Buyers:Make:Rolls Royce,exelate,1,null,null,null
143274,Auto:Buyers:Make:Rolls Royce:Ghost,exelate,1,null,null,null
143275,Auto:Buyers:Make:Rolls Royce:Phantom,exelate,1,null,null,null
143276,Auto:Buyers:Make:Saab:9-3,exelate,1,null,null,null
143277,Auto:Buyers:Make:Saab:9-5,exelate,1,null,null,null
143278,Auto:Buyers:Make:scion:tC,exelate,1,null,null,null
143279,Auto:Buyers:Make:scion:xB,exelate,1,null,null,null
143280,Auto:Buyers:Make:scion:xD,exelate,1,null,null,null
143281,Auto:Buyers:Make:Smart:fortwo,exelate,1,null,null,null
143282,Auto:Buyers:Make:Subaru:Outback,exelate,1,null,null,null
143283,Auto:Buyers:Make:Subaru:Tribeca,exelate,1,null,null,null
143284,Auto:Buyers:Make:Suzuki:Equator,exelate,1,null,null,null
143285,Auto:Buyers:Make:Suzuki:Grand Vitara,exelate,1,null,null,null
143286,Auto:Buyers:Make:Suzuki:Kizashi,exelate,1,null,null,null
143287,Auto:Buyers:Make:Suzuki:SX4,exelate,1,null,null,null
143288,Auto:Buyers:Make:Tesla,exelate,1,null,null,null
143289,Auto:Buyers:Make:Tesla:Roadster,exelate,1,null,null,null
143290,Auto:Buyers:Make:Toyota:Land Cruiser,exelate,1,null,null,null
143291,Auto:Buyers:Make:Toyota:Prius,exelate,1,null,null,null
143292,Auto:Buyers:Make:Toyota:Venza,exelate,1,null,null,null
143293,Auto:Buyers:Make:Toyota:Yaris,exelate,1,null,null,null
143294,Auto:Buyers:Make:Volvo:C30,exelate,1,null,null,null
143295,Auto:Buyers:Make:Volvo:C70,exelate,1,null,null,null
143296,Auto:Buyers:Make:Volvo:S40,exelate,1,null,null,null
143297,Auto:Buyers:Make:Volvo:S80,exelate,1,null,null,null
143298,Auto:Buyers:Make:Volvo:V50,exelate,1,null,null,null
143299,Auto:Buyers:Make:Volvo:V70,exelate,1,null,null,null
143300,Auto:Buyers:Make:VW:Beetle,exelate,1,null,null,null
143301,Auto:Buyers:Make:VW:CC,exelate,1,null,null,null
143302,Auto:Buyers:Make:VW:Eos,exelate,1,null,null,null
143303,Auto:Buyers:Make:VW:Golf,exelate,1,null,null,null
143304,Auto:Buyers:Make:VW:GTI,exelate,1,null,null,null
143305,Auto:Buyers:Make:VW:Passat,exelate,1,null,null,null
143306,Auto:Buyers:Make:VW:Routan,exelate,1,null,null,null
143307,Auto:Buyers:Make:VW:Tiguan,exelate,1,null,null,null
143308,Auto:Buyers:Make:VW:Touareg,exelate,1,null,null,null
143309,Shopping:CPG,exelate,1,null,null,null
143310,Healthy Living:Health & Fitness,Lotame,0.75,null,null,null
143312,PersonalFinance:Investing:Forex,Peer39,null,0.05,0.15,null
143314,Healthy Living:Dieting & Weight Loss,Lotame,0.75,null,null,null
143315,News:Government & Politics,Lotame,0.75,null,null,null
143316,News:News & Current Events,Lotame,0.75,null,null,null
143317,Demo:Hispanics or Spanish Speakers,Lotame,0.75,null,null,null
143319,Career:Research:C Level Executive,exelate,0.5,null,null,null
143320,Lifestyle:Net Worth:$1 000 000 +,exelate,0.5,null,null,null
143321,Lifestyle:Net Worth:$100 000 to $149 999,exelate,0.5,null,null,null
143322,Lifestyle:Net Worth:$150 000 to $249 999,exelate,0.5,null,null,null
143323,Lifestyle:Net Worth:$2 500 to $24 999,exelate,0.5,null,null,null
143324,Lifestyle:Net Worth:$25 000 to $49 999,exelate,0.5,null,null,null
143325,Lifestyle:Net Worth:$250 000 to $374 999,exelate,0.5,null,null,null
143326,Lifestyle:Net Worth:$375 000 to $499 999,exelate,0.5,null,null,null
143327,Lifestyle:Net Worth:$50 000 to $74 999,exelate,0.5,null,null,null
143328,Lifestyle:Net Worth:$500 000 to $749 999,exelate,0.5,null,null,null
143329,Lifestyle:Net Worth:$75 000 to $99 999,exelate,0.5,null,null,null
143330,Lifestyle:Net Worth:$750 000 to $999 999,exelate,0.5,null,null,null
143331,Lifestyle:Net Worth:-$2 499 to $2 499,exelate,0.5,null,null,null
143332,Lifestyle:Net Worth:-$20 000 to -$2 500,exelate,0.5,null,null,null
143333,Lifestyle:Net Worth:Less than -$20 000,exelate,0.5,null,null,null
143334,Auto:Buyers:Make:BMW:X Series,exelate,1,null,null,null
143335,Auto:Buyers:Make:Lexus:SC430,exelate,1,null,null,null
143336,Auto:Buyers:Make:VW:sportwagen,exelate,1,null,null,null
143337,Services:Finance and Insurance:Auto Warranty,exelate,1,null,null,null
143338,Services:Finance and Insurance:Mortgages,exelate,1,null,null,null
143339,Shopping:CPG:Cereal,exelate,1,null,null,null
143340,Shopping:Retail:Apparel,exelate,1,null,null,null
143341,Shopping:Retail:Auto Parts Stores,exelate,1,null,null,null
143342,Shopping:Retail:Children Stores,exelate,1,null,null,null
143343,Shopping:Retail:Department Stores,exelate,1,null,null,null
143344,Shopping:Retail:Drug Stores,exelate,1,null,null,null
143345,Shopping:Retail:Electronics,exelate,1,null,null,null
143346,Shopping:Retail:Fast Food,exelate,1,null,null,null
